id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
146229.0,en,Kristy,9.8,2014-08-07,6.0,292.0,"['Thriller', 'Horror']","When a college girl who is alone on campus over the Thanksgiving break is targeted by a group of outcasts, she must conquer her deepest fears to outwit them and fight back.",0.0,86.0,Run for your life
187257.0,en,Fucking Different XXX,41.323,2012-02-08,5.7,5.0,['Drama'],"In Fucking Different XXX, the passion for explicit sex scenes brought eight international filmmakers together. The eight short films shot in Paris, Berlin and San Francisco are about intensive sex, quick sex, romantic sex, funny sex, the first sex, and the last sex. The range goes from a lesbian quickie in the toilet, a bloodthirsty orgy, romantic fisting all the way to wet teenage dreams. The result is a never seen before look upon sexual tastes and varieties, far from clichés, with a fresh and sometimes humorous approach.",0.0,94.0,Queer porn crossover
8273.0,en,American Wedding,45.964,2003-08-01,6.2,3251.0,"['Comedy', 'Romance']","With high school a distant memory, Jim and Michelle are getting married -- and in a hurry, since Jim's grandmother is sick and wants to see him walk down the aisle -- prompting Stifler to throw the ultimate bachelor party. And Jim's dad is reliable as ever, doling out advice no one wants to hear.",231449203.0,103.0,Forever hold your piece.
8999.0,en,Derailed,12.114,2005-11-11,6.3,753.0,"['Drama', 'Thriller']","When two married business executives having an affair are blackmailed by a violent criminal, they are forced to turn the tables on him to save their families.",57479076.0,108.0,He never saw it coming.
9427.0,en,The Full Monty,11.006,1997-08-13,7.0,1200.0,['Comedy'],"Sheffield, England. Gaz, a jobless steelworker in need of quick cash persuades his mates to bare it all in a one-night-only strip show.",257850122.0,91.0,The year's most revealing comedy.
50348.0,en,The Lincoln Lawyer,19.957,2011-03-17,7.2,2379.0,"['Crime', 'Drama', 'Thriller']",A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,85412898.0,119.0,This Case is a Dangerous Game of Life and Death.
2292.0,en,Clerks,10.551,1994-09-13,7.4,1862.0,['Comedy'],"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",3151130.0,92.0,Just because they serve you doesn't mean they like you.
10226.0,fr,Haute tension,10.667,2003-06-18,6.8,921.0,"['Horror', 'Thriller', 'Mystery']","Best friends Marie and Alexia decide to spend a quiet weekend at Alexia's parents' secluded farmhouse. But on the night of their arrival, the girls' idyllic getaway turns into an endless night of horror.",6291958.0,91.0,Hearts will bleed.
1637.0,en,Speed,30.605,1994-06-09,7.1,4622.0,"['Action', 'Adventure', 'Crime']","Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end.",350448145.0,116.0,Get ready for rush hour.
4806.0,en,Runaway Bride,16.658,1999-07-30,6.1,1537.0,"['Comedy', 'Romance']","Ike Graham, New York columnist, writes his text always at the last minute. This time, a drunken man in his favourite bar tells Ike about Maggie Carpenter, a woman who always flees from her grooms in the last possible moment. Ike, who does not have the best opinion about females anyway, writes an offensive column without researching the subject thoroughly.",309457509.0,116.0,Catch her if you can.
20441.0,en,Messengers 2: The Scarecrow,26.597,2009-07-21,5.4,121.0,['Horror'],"The family man farmer John Rollins is stressed with his financial situation: the crows and the lack of irrigation are destroying his crop of corn; the bank is near closure of his mortgage; he does not have credit to fix the water pump or to buy seeds; and his marriage is in crisis and his wife Mary is giving too much attention to her friend Tommy. When John accidentally discovers a hidden compartment in the barn, he finds a creepy scarecrow but his son Michael makes him promise to destroy it. However, his neighbor Jude Weatherby visits him, gives a six-pack of beer to the abstemious John and convinces him to put the scarecrow in the cornfield. Out of the blue, the life of John changes: the crows die; the pump works again irrigating the land; and the banker responsible for the closure has an accident and dies. However, he feels that his land is possessed by something evil that is threatening his beloved family.",0.0,94.0,The Beginning Of The End
10110.0,en,Empire of the Sun,19.534,1987-12-09,7.5,1375.0,"['Drama', 'History', 'War']","Jamie Graham, a privileged English boy, is living in Shanghai when the Japanese invade and force all foreigners into prison camps. Jamie is captured with an American sailor, who looks out for him while they are in the camp together. Even though he is separated from his parents and in a hostile environment, Jamie maintains his dignity and youthful spirits, providing a beacon of hope for the others held captive with him.",66700000.0,153.0,"To survive in a world at war, he must find a strength greater than all the events that surround him."
370172.0,en,No Time to Die,604.254,2021-09-29,7.4,1209.0,"['Adventure', 'Action', 'Thriller']","Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",667000000.0,163.0,The mission that changes everything begins…
50022.0,en,Super Troopers 2,11.253,2018-04-19,5.8,321.0,"['Comedy', 'Crime', 'Mystery']","When an international border dispute arises between the U.S. and Canada, the Super Troopers- Mac, Thorny, Foster, Rabbit and Farva, are called in to set up a new Highway Patrol station in the disputed area.",18850674.0,100.0,The mustache rides. Again.
266396.0,en,The Gunman,18.547,2015-02-16,5.7,767.0,"['Action', 'Drama', 'Crime']","Eight years after fleeing the Congo following his assassination of that country's minister of mining, former assassin Jim Terrier is back, suffering from PTSD and digging wells to atone for his violent past. After an attempt is made on his life, Terrier flies to London to find out who wants him dead -- and why. Terrier's search leads him to a reunion with Annie, a woman he once loved, who is now married to an oily businessman with dealings in Africa.",13644292.0,115.0,Armed With the Truth.
175.0,fr,Le Grand Bleu,15.394,1988-05-10,7.5,1074.0,"['Adventure', 'Drama', 'Romance']","Two men answer the call of the ocean in this romantic fantasy-adventure.  Jacques and Enzo are a pair of friends who have been close since childhood, and who share a passion for the dangerous sport of free diving. Professional diver Jacques opted to follow in the footsteps of his father, who died at sea when Jacques was a boy; to the bewilderment of scientists, Jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men.  As Enzo persuades a reluctant Jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- Jacques meets Johana, a beautiful insurance investigator from America, and he finds that he must choose between his love for her and his love of the sea.",0.0,168.0,Danger...Like Passion...Runs Deep
535437.0,en,Swiped,11.273,2018-11-06,4.5,619.0,"['Comedy', 'Drama', 'Romance']","James, a college freshman and computer genius, is enlisted by his womanizing roommate, Lance, to code the ultimate hook-up app. But when James discovers that his divorced mother is using the app, unexpected consequences ensue.",0.0,93.0,Get Ready for Disruption!
765869.0,en,Black Friday,16.927,2021-11-19,0.0,0.0,"['Horror', 'Comedy']",A group of toy store employees must protect each other from a horde of parasite infected shoppers.,0.0,84.0,They have no idea what tonight has in-store.
2447.0,en,The Nativity Story,17.708,2006-11-30,6.9,153.0,"['Drama', 'History']","Mary and Joseph make the hard journey to Bethlehem for a blessed event in this retelling of the Nativity story. This meticulously researched and visually lush adaptation of the biblical tale follows the pair on their arduous path to their arrival in a small village, where they find shelter in a quiet manger and Jesus is born.",0.0,101.0,Her child would change the world.
440762.0,en,Jay and Silent Bob Reboot,10.926,2019-10-15,5.8,320.0,['Comedy'],Jay and Silent Bob embark on a cross-country mission to stop Hollywood from rebooting a film based on their comic book characters Bluntman and Chronic.,1011305.0,105.0,Weed love to tell you a story...
9655.0,en,She's the Man,26.469,2006-03-17,6.8,2345.0,"['Comedy', 'Drama', 'Family', 'Romance']","Viola Hastings is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.",33889159.0,105.0,"If you wanna chase your dream, sometimes you gotta break the rules."
297580.0,en,Day of the Mummy,10.014,2014-10-20,5.0,28.0,"['Adventure', 'Horror', 'Action']","Welcome to Egypt, land of the Pharaohs. A place steeped in history and legend; Gods and spiritual guides; untold wealth – and the bone-cracking, blood-spilling guardians of its riches.  Jack Wells has arrived in Egypt in search of the famous diamond known as The Codex Stone. His journey leads him to the tomb of the cursed King Neferu, cursed not by name but by nature. With his centuries-old slumber disturbed by timeless human greed, the King rises from the dead with a blood-lust that cannot be quenched and a raging fury that will shred flesh from bone, bringing terrible and tormented death to all who dare witness the Day of the Mummy.",0.0,76.0,An ancient evil has been unleashed
537116.0,en,"tick, tick...BOOM!",35.904,2021-11-11,2.0,1.0,"['Music', 'Drama']","On the cusp of his 30th birthday, a promising young theater composer navigates love, friendship, and the pressures to create something great before time runs out.",0.0,115.0,How much time do we have to do something great?
1891.0,en,The Empire Strikes Back,23.967,1980-05-20,8.4,13506.0,"['Adventure', 'Action', 'Science Fiction']","The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",538400000.0,124.0,The Adventure Continues...
226857.0,en,Endless Love,21.538,2014-02-12,6.9,1412.0,"['Drama', 'Romance']",A privileged girl and a charismatic boy's instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,34077920.0,103.0,Say Goodbye To Innocence
484718.0,en,Coming 2 America,83.631,2021-03-05,6.7,1612.0,['Comedy'],"Prince Akeem Joffer is set to become King of Zamunda when he discovers he has a son he never knew about in America – a street savvy Queens native named Lavelle. Honoring his royal father's dying wish to groom this son as the crown prince, Akeem and Semmi set off to America once again.",0.0,110.0,A sequel is in the heir.
11351.0,en,Jeepers Creepers 2,60.188,2003-08-08,6.0,1121.0,['Horror'],"When their bus is crippled on the side of a deserted road, a team of high school athletes discover an opponent they cannot defeat – and may not survive. Staring hungrily at them through the school bus windows, the ""Creeper"" returns again and again. But when the teammates discover that it’s selective about whom it attacks, it will test their ability to stick together – as the insatiable menace tries to tear them apart!",63102666.0,104.0,He can taste your fear.
328252.0,es,Sweet Home,10.555,2015-05-08,4.9,100.0,['Horror'],A couple decides to spend a romantic evening in a floor of a semi-abandoned building that slip because she works as a consultant for the council house and got the keys. During the evening they discover that a hooded murderer is the only tenant left in the building...and they have become the new target.,0.0,80.0,Wish you stayed at home
425972.0,en,Cargo,20.259,2017-10-06,6.4,1314.0,"['Drama', 'Thriller', 'Adventure', 'Horror']","After being infected in the wake of a violent pandemic and with only 48 hours to live, a father struggles to find a new home for his baby daughter.",56385.0,105.0,The future is fragile.
177677.0,en,Mission: Impossible - Rogue Nation,39.002,2015-07-23,7.2,6986.0,"['Action', 'Adventure']","Ethan and team take on their most impossible mission yet—eradicating 'The Syndicate', an International and highly-skilled rogue organisation committed to destroying the IMF.",682330139.0,131.0,Desperate Times. Desperate Measures.
52520.0,en,Underworld: Awakening,69.313,2012-01-19,6.3,3333.0,"['Fantasy', 'Action', 'Horror']","Having escaped years of imprisonment, vampire warrioress Selene finds herself in a changed world where humans have discovered the existence of both Vampire and Lycan clans and are conducting an all-out war to eradicate both immortal species. Now Selene must battle the humans and a frightening new breed of super Lycans to ensure the death dealers' survival.",160112671.0,88.0,Vengeance Returns
263109.0,en,Shaun the Sheep Movie,23.22,2015-02-05,7.0,1065.0,"['Family', 'Animation', 'Comedy', 'Adventure']","When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.",106209378.0,85.0,Moving on to Pastures New.
9654.0,en,The Italian Job,32.737,2003-05-30,6.7,4330.0,"['Action', 'Crime']","Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Along with a drop-dead gorgeous safecracker, Croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of Los Angeles.",176070171.0,110.0,Get in. Get out. Get even.
11864.0,en,Enemy Mine,13.745,1985-12-12,6.9,654.0,"['Drama', 'Science Fiction']","A soldier from Earth crashlands on an alien world after sustaining battle damage. Eventually he encounters another survivor, but from the enemy species he was fighting; they band together to survive on this hostile world. In the end the human finds himself caring for his enemy in a completely unexpected way.",12303411.0,108.0,Enemies because they were taught to be. Survivors because they had to be.
14289.0,en,Fire Down Below,9.494,1997-09-05,5.6,254.0,"['Action', 'Adventure', 'Crime', 'Thriller', 'Drama']","When an EPA representative is murdered in a small Appalachian community, EPA undercover agent Jack Taggart is sent in—posing as a handyman working with a Christian relief agency—to determine what happened.",16228448.0,105.0,Beneath a land of wealth and beauty hides a secret that could kill millions. Undercover has never run so deep.
334074.0,en,Survivor,25.048,2015-05-21,5.6,815.0,"['Crime', 'Action', 'Thriller']","A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York, but is forced to go on the run when she is framed for crimes she did not commit.",0.0,96.0,His next target is now hunting him
10052.0,en,Dragonfly,11.948,2002-02-22,6.5,644.0,"['Drama', 'Thriller', 'Horror']",A grieving doctor is being contacted by his late wife through his patient's near death experiences.,52322400.0,104.0,When someone you love dies... are they gone forever?
747.0,en,Shaun of the Dead,30.305,2004-04-09,7.5,6530.0,"['Horror', 'Comedy']","Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",30332385.0,99.0,A romantic comedy. With zombies.
416153.0,en,Arctic Dogs,13.0,2019-11-01,6.2,89.0,"['Animation', 'Adventure', 'Comedy']",Animals band together to save the day when the evil Otto Von Walrus hatches a sinister scheme to accelerate global warming and melt the Arctic Circle.,0.0,93.0,Time to run with the big dogs!
10651.0,en,The Dead Pool,19.235,1988-04-14,6.3,575.0,"['Action', 'Crime', 'Thriller']","Dirty Harry Callahan returns for his final film adventure. Together with his partner Al Quan, he must investigate the systematic murder of actors and musicians. By the time Harry learns that the murders are a part of a sick game to predict the deaths of celebrities before they happen, it may be too late...",37903295.0,91.0,Dirty Harry Just Learned A New Game.
45612.0,en,Source Code,49.997,2011-03-30,7.3,6534.0,"['Thriller', 'Science Fiction', 'Mystery']","When decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, he discovers he's part of a mission to find the bomber of a Chicago commuter train.",147332697.0,94.0,Make Every Second Count
18222.0,en,Poison Ivy: The New Seduction,12.675,1997-10-20,4.9,62.0,"['Thriller', 'Romance', 'Drama']",A sinister seductress vows to destroy a suburban family.,0.0,93.0,All the rules are about to be broken.
639.0,en,When Harry Met Sally...,16.094,1989-01-12,7.4,3033.0,"['Comedy', 'Romance', 'Drama']","During their travel from Chicago to New York, Harry and Sally debate whether or not sex ruins a friendship between a man and a woman. Eleven years later, and they're still no closer to finding the answer.",92823546.0,96.0,Can two friends sleep together and still love each other in the morning?
56590.0,en,All Star Superman,13.489,2011-02-22,7.0,344.0,"['Science Fiction', 'Animation', 'Action', 'Adventure']","Lex Luthor enacts his plan to rid the world of Superman, once and for all. Succeeding with solar radiation poisoning, the Man of Steel is slowly dying. With what little times remains, the Last Son of Krypton must confront the revealing of his secret identity to Lois Lane and face Luthor in a final battle.",0.0,76.0,"The measure of a man lies not in what he says, but what he does."
384664.0,de,Tschick,9.582,2016-09-15,6.7,203.0,"['Drama', 'Comedy']","While his mother is in rehab and his father is on a 'business trip' with his assistant, 14-year-old outsider Maik is spending the summer holidays bored and alone at his parents' villa, when rebellious teenager Tschick appears. Tschick, a Russian immigrant and an outcast, steals a car and decides to set off on a journey away from Berlin with Maik tagging along for the ride. So begins a wild adventure where the two experience the trip of a lifetime and share a summer that they will never forget.",0.0,93.0,The best summer ever
79698.0,en,The Lovers,15.831,2015-02-13,4.7,59.0,"['Action', 'Adventure', 'Science Fiction', 'Romance']","The Lovers is an epic romance time travel adventure film. Helmed by Roland Joffé from a story by Ajey Jhankar, the film is a sweeping tale of an impossible love set against the backdrop of the first Anglo-Maratha war across two time periods and continents and centred around four characters — a British officer in 18th century colonial India, the Indian woman he falls deeply in love with, an American present-day marine biologist and his wife.",0.0,109.0,Love is longer than life.
631583.0,en,Sacrifice,21.446,2021-02-09,5.2,14.0,['Horror'],Isaac and his pregnant wife visit a remote Norwegian village to claim an unexpected inheritance. The couple finds themselves caught in a nightmare when they encounter a sinister cult that worships a sea-dwelling deity.,0.0,87.0,Dream Well
203739.0,en,Vampire Academy,24.593,2014-02-07,6.3,1498.0,"['Comedy', 'Action', 'Fantasy']","Rose, a rebellious half-vampire/half-human guardian-in-training and her best friend, Lissa -- a mortal, royal vampire Princess - have been on the run when they are captured and returned to St. Vladamirs Academy, the very place where they believe their lives may be in most jeopardy. Rose will sacrifice everything to protect Lissa from those who intend to exploit her from within the Academy walls and the Strigoi (immortal, evil vampires) who hunt her kind from outside its sanctuary.",15391979.0,104.0,They suck at school.
321612.0,en,Beauty and the Beast,57.884,2017-03-16,7.0,13735.0,"['Family', 'Fantasy', 'Romance']",A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,1263521126.0,129.0,Be our guest.
76489.0,en,The Three Stooges,57.778,2012-04-13,5.7,412.0,['Comedy'],"While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality TV show.",54819301.0,92.0,Just Say Moe.
68727.0,en,Trance,16.615,2013-03-27,6.6,1765.0,"['Thriller', 'Crime', 'Drama', 'Mystery']",A violent gang enlists the help of a hypnotherapist in an attempt to locate a painting which somehow vanished in the middle of a heist.,24261569.0,101.0,Don't be a hero.
129670.0,en,Nebraska,8.444,2013-09-21,7.4,1383.0,"['Drama', 'Adventure']","An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.",27682872.0,115.0,Life's not about winning or losing. It's about how you get there in the end.
374464.0,fr,Planetarium,14.55,2016-10-12,4.6,162.0,"['Drama', 'Fantasy', 'Mystery']","In 1930s France, two sisters who are thought to be able to communicate with ghosts meet a visionary producer while performing in Paris.",0.0,109.0,You never know what's about to change...
161143.0,en,Madly Madagascar,27.479,2013-01-29,6.5,158.0,"['Animation', 'Comedy', 'Family']","Your favorite Madagascar pals are back in an all-new adventure! Alex's favorite holiday, Valentine's Day, brings hilarious surprises and excitement for the entire gang. Melman plans a big surprise for Gloria, Marty tries to impress a new friend and everyone wants to get their hands on King Julien's love potion. You'll fall in LOVE with Madly Madagascar!",0.0,22.0,All New Adventure
238603.0,en,Earth to Echo,9.95,2014-06-14,5.9,483.0,"['Family', 'Adventure', 'Science Fiction']","After a construction project begins digging in their neighbourhood, best friends Tuck, Munch and Alex inexplicably begin to receive strange, encoded messages on their cell phones. Convinced something bigger is going on, they go to their parents and the authorities. The three embark on a secret adventure to crack the code and follow it to its source, and discover a mysterious being from another world who desperately needs their help. The journey that follows will change all their lives forever.",45300000.0,89.0,No one will ever believe our story.
213901.0,en,Fir Crazy,11.564,2013-12-12,5.9,48.0,"['Comedy', 'Romance', 'TV Movie']","When marketing executive Elise MacKenzie decides to help sell Christmas trees at her family’s Christmas tree lot, she discovers a newfound fondness for the holidays. But all could be lost when the store owner who hosts the tree lot on his block wants to shut it down, and it’s up to Elise to find a way to rekindle his Christmas Cheer.",0.0,87.0,"This Christmas, love is just around the corner."
423204.0,en,Angel Has Fallen,51.484,2019-08-21,6.5,2537.0,"['Action', 'Thriller']","After a treacherous attack, Secret Service agent Mike Banning is charged with attempting to assassinate President Trumbull. Chased by his own colleagues and the FBI, Banning begins a race against the clock to clear his name.",146661977.0,122.0,Loyalty is under fire
112336.0,en,Hitchcock,14.803,2012-11-22,6.5,1197.0,['Drama'],"Follow the relationship between director Alfred Hitchcock and his wife Alma Reville during the making of his most famous horror-thriller film, Psycho, and the trials and tribulations the director faced from Hollywood censors.",23570541.0,98.0,Good evening.
337170.0,en,American Made,33.264,2017-08-18,6.8,3434.0,"['Action', 'Crime', 'Comedy']","The true story of pilot Barry Seal, who transported contraband for the CIA and the Medellin cartel in the 1980s.",133511855.0,115.0,Based on a True Lie
167032.0,en,Curse of Chucky,96.24,2013-10-04,5.8,1127.0,"['Horror', 'Thriller']","After the passing of her mother, a young woman in a wheelchair since birth, is forced to deal with her sister, brother-in-law, niece and their nanny as they say their goodbyes to mother. When people start turning up dead, Nica discovers the culprit might be a strange doll she received a few days earlier.",3800000.0,97.0,Fear has a new home
150689.0,en,Cinderella,78.934,2015-03-12,6.8,6036.0,"['Romance', 'Fantasy', 'Family', 'Drama']","When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",543514353.0,105.0,Midnight is just the beginning.
407445.0,en,Breathe,22.008,2017-10-13,7.4,572.0,"['Drama', 'Romance']","Based on the true story of Robin, a handsome, brilliant and adventurous man whose life takes a dramatic turn when polio leaves him paralyzed.",477815.0,118.0,"With her love, he lived"
20083.0,cn,新宿事件,12.337,2009-03-22,6.7,170.0,"['Drama', 'Action', 'Thriller', 'Crime']","Steelhead is a Chinese laborer who comes to Japan hoping for a better life. Unable to find honest work and bullied into the shadows with his fellow Chinese illegal immigrants, he soon finds himself ascending as the boss of a black market mob. After providing a deadly service to a powerful Yakuza crime boss, Steelhead’s rise to mafia power spirals rapidly out of control as he’s given reign over the dangerous and lucrative Shinjuku district.",0.0,119.0,They destroyed his life... Now he'll destroy them all.
10198.0,en,The Princess and the Frog,67.269,2009-12-08,7.1,4186.0,"['Romance', 'Family', 'Animation']","A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",270997378.0,98.0,Every love story begins with a kiss...
17009.0,en,Jetsons: The Movie,8.05,1990-06-06,5.9,144.0,"['Animation', 'Comedy', 'Family', 'Science Fiction']",George Jetson is forced to uproot his family when Mr. Spacely promotes him to take charge of a new factory on a distant planet.,0.0,82.0,The first movie from the family that's truly ahead of its time!
244458.0,en,The Voices,13.007,2014-01-19,6.3,1394.0,"['Comedy', 'Crime', 'Horror', 'Fantasy']","A mentally unhinged factory worker must decide whether to listen to his talking cat and become a killer, or follow his dog's advice to keep striving for normalcy.",0.0,101.0,Hearing voices can be murder.
300681.0,en,Replicas,30.609,2018-10-25,6.1,1011.0,"['Science Fiction', 'Thriller']",A scientist becomes obsessed with returning his family to normalcy after a terrible accident.,8100000.0,107.0,Some humans are unstoppable
378111.0,en,A Stork's Journey,13.707,2017-05-05,6.0,108.0,"['Family', 'Fantasy', 'Adventure', 'Animation', 'Comedy']","Orphaned at birth and raised by storks, the teenage sparrow Richard believes he is one of them. But when the time comes to migrate to Africa, his stork family is forced to reveal his true identity and leave him behind in the forest, since he is not a migratory bird and would not survive the journey. Determined to prove he is a stork after all, Richard ventures south on his own. But only with the help of Olga, an eccentric owl with an imaginary friend and Kiki, a narcissistic, disco-singing parakeet, does he stand a chance to reach his goal and learn to accept who he really is.",0.0,85.0,Their adventure is the destination.
246080.0,en,Black Sea,17.978,2014-12-05,6.2,856.0,"['Adventure', 'Thriller', 'Drama']","A rogue submarine captain pulls together a misfit crew to go after a sunken treasure rumored to be lost in the depths of the Black Sea. As greed and desperation take control on-board their claustrophobic vessel, the increasing uncertainty of the mission causes the men to turn on each other to fight for their own survival.",1171559.0,115.0,Brave the deep. Find the gold. Trust no one.
10353.0,fr,Les Couloirs du Temps : Les Visiteurs II,9.748,1998-02-11,6.0,798.0,"['Comedy', 'Fantasy']","The sequel to The Visitors reunites us with those lovable ruffians from the French Medieval ages who - through magic - are transported into the present, with often drastic consequences. Godefroy de Montmirail travels to today to recover the missing family jewels and a sacred relic, guarantor of his wife-to-be's fertility. The confrontation between Godefroy's repellent servant Jack the Crack and his descendent, the effete Jacquart, present-day owner of the chateau, further complicates the matter.",66000000.0,118.0,They come back!
48287.0,en,The Baby-Sitters Club,10.304,1995-08-18,5.5,66.0,"['Comedy', 'Drama', 'Family']",Seven junior-high-school girls organize a daycare camp for children while at the same time experiencing classic adolescent growing pains.,0.0,94.0,Friends Forever
839.0,en,Duel,20.561,1971-11-13,7.4,1288.0,"['Action', 'Thriller', 'TV Movie']","Traveling businessman David Mann angers the driver of a rusty tanker while crossing the California desert. A simple trip turns deadly, as Mann struggles to stay on the road while the tanker plays cat and mouse with his life.",0.0,90.0,The most bizarre murder weapon ever used!
5924.0,en,Papillon,13.05,1973-12-13,7.9,1371.0,"['Crime', 'Drama']","A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",53267000.0,151.0,The greatest adventure of escape!
10388.0,en,The Limey,7.593,1999-05-15,6.7,277.0,"['Crime', 'Drama', 'Mystery']","The Limey follows Wilson, a tough English ex-con who travels to Los Angeles to avenge his daughter's death. Upon arrival, Wilson goes to task battling Valentine and an army of L.A.'s toughest criminals, hoping to find clues and piece together what happened. After surviving a near-death beating, getting thrown from a building and being chased down a dangerous mountain road, the Englishman decides to dole out some bodily harm of his own.",3204663.0,89.0,Vengeance knows no boundaries.
1414.0,es,Los amantes del Círculo Polar,9.827,1998-09-04,7.4,160.0,"['Drama', 'Mystery', 'Romance']","Otto and Ana are kids when they meet each other. Their names are palindromes. They meet by chance, people are related by chance. A story of circular lives, with circular names, and a circular place (Círculo polar) where the day never ends in the midnight sun. There are things that never end, and Love is one of them.",0.0,112.0,Destiny cannot be denied.
199.0,en,Star Trek: First Contact,25.313,1996-11-22,7.3,1318.0,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.",150000000.0,111.0,Resistance is futile.
9540.0,en,Dead Ringers,9.691,1988-09-23,7.2,581.0,"['Thriller', 'Horror']","Elliot, a successful gynecologist, works at the same practice as his identical twin, Beverly. Elliot is attracted to many of his patients and has affairs with them. When he inevitably loses interest, he will give the woman over to Beverly, the meeker of the two, without the woman knowing the difference. Beverly falls hard for one of the patients, Claire, but when she inadvertently deceives him, he slips into a state of madness.",8038508.0,115.0,Two bodies. Two minds. One soul.
491926.0,en,Resistance,11.13,2020-03-27,7.0,257.0,"['War', 'History', 'Drama']",The story of mime Marcel Marceau as he works with a group of Jewish boy scouts and the French Resistance to save the lives of ten thousand orphans during World War II.,288064.0,120.0,The best way to resist is to survive.
476299.0,en,Ghostland,36.684,2018-03-14,7.3,1749.0,"['Horror', 'Mystery', 'Thriller']","A mother of two inherits a home from her aunt. On the first night in the new home she is confronted with murderous intruders and fights for her daughters’ lives. Sixteen years later the daughters reunite at the house, and that is when things get strange . . .",0.0,91.0,You really thought you’ve been scared?
728144.0,en,The Special,16.362,2020-01-31,5.8,12.0,"['Horror', 'Comedy']","Suspecting his wife of infidelity, Jerry is persuaded by his best friend to accompany him to a brothel to sample ‘The Special’, which proves to be a lifechanging experience in more ways than one. Because every pleasure has its price...",0.0,94.0,See it with someone you hate.
399248.0,en,Beirut,15.833,2018-04-11,6.3,412.0,"['Action', 'Thriller', 'Drama']","In 1980s Beirut, Mason Skiles is a former U.S. diplomat who is called back into service to save a colleague from the group that is possibly responsible for his own family's death. Meanwhile, a CIA field agent who is working under cover at the American embassy is tasked with keeping Mason alive and ensuring that the mission is a success.",7258534.0,110.0,"Beirut, 1982: The Paris of the Middle East Was Burning"
10249.0,en,The Rocketeer,13.243,1991-06-21,6.5,665.0,"['Action', 'Adventure', 'Science Fiction', 'Family']","A stunt pilot comes across a prototype jetpack that gives him the ability to fly. However, evil forces of the world also want this jetpack at any cost.",46704056.0,108.0,An Ordinary Man Forced to Become An Extraordinary Hero.
